他感冒了。	tā gǎnmào le	He caught a cold.
你订阅哪一种杂志?	nǐ dìngyuè nǎ yīzhǒng zázhì	Which journal(s) do you subscribe to?
穷人贫困的人；贫民	nǐ dìngyuè nǎ yīzhǒng zázhì	An impoverished person; a pauper.
鸡尾酒杯；鸡尾酒会	jīwěijiǔ bēi jīwěijiǔ huì	A cocktail glass; a cocktail party.
钙对我们的骨骼有益。	gài duì wǒmen de gǔgé yǒuyì	Calcium is beneficial to our bones.
她反驳说, ｀一派胡言!＇	tā fǎnbó shuō yīpàihúyán	`Nonsense!' she retorted.
她出身於特权阶层.	tā chūshēn yú tèquán jiēcéng	She came from a privileged background.
雨伞可放於入口处.	yǔsǎn kě fàng yú rùkǒu chǔ	You can leave your umbrella in the entry.
他被听众嘘下台来。	tā bèi tīngzhòng xū xiàtái lái	He was hissed off by the audience.
亲密稳固的友谊；亲密	qīnmì wěngù de yǒuyì qīnmì	Established friendship; intimacy.
你不知道. 你只管猜!	nǐ bù zhīdào nǐ zhǐguǎn cāi	You don't know. You're just guessing!
各位听众，晚上好！	gèwèi tīngzhòng wǎnshànghǎo	Good evening to all our listeners!
双方能互让和解吗?	shuāngfāng néng hù ràng héjiě ma	Can the two sides reach a compromise?
我们通常赊销货物。	wǒmen tōngcháng shēxiāo huòwù	It is usual for us to sell on credit.
她的新小说何时问世?	tā de xīn xiǎoshuō héshí wènshì	When is her new novel coming out?
震荡剧烈的掸击；震荡	zhèndàng jùliè de dǎn jī zhèndàng	A violent jarring; a shock.
领袖或指挥官；首领	lǐngxiù huò zhǐhuīguān shǒulǐng	A leader or commander; a chief.
乌鸦在树上呱呱叫着。	wūyā zài shù shàng guāguājiào zhe	The raven cawed on the tree.
【谚】蓄物必有其用。	yàn xù wù bì yǒu qí yòng	Lay things by, they many come to use.
各方请柬纷至沓来。	gèfāng qǐngjiǎn fēnzhìtàlái	Invitations rained in on all sides.
那些囚犯获赦释放.	nàxiē qiúfàn huò shè shìfàng	The convicts were pardoned and set free.
瞄准指的行为或事例	miáozhǔn zhǐ de xíngwéi huò shìlì	The act or an instance of pointing.
我可以用信用卡付款吗？	wǒ kěyǐ yòng xìnyòngkǎ fùkuǎn ma	May I pay by credit card?
【谚】勤力佳运之母。	yàn qínlì jiā yùn zhī mǔ	Diligence is the mother of good luck.
庞大的体积庞大的；巨大的	pángdà de tǐjī pángdà de jùdà de	Of enormous size; huge.
你为什么老是咬指甲?	nǐ wèishénme lǎoshi yǎo zhǐjia	Why are you always biting your nails?
出事後他的左腿瘸了.	chū shìhòu tā de zuǒ tuǐ qué le	The accident made him lame in the left leg.
剃刀锋利刮得就乾净.	tìdāo fēnglì guā dé jiù gān jìng	A sharp razor gives a close shave.
【谚】妒忌决不会致富。	yàn dùjì jué bùhuì zhìfù	Envy never enriched any man.
你要有格的纸还是白纸?	nǐ yàoyǒu gé de zhǐ háishi bái zhǐ	Do you want ruled paper or plain?
烟火砰的一声爆开了.	yānhuǒ pēng de yīshēng bào kāi le	The firework exploded with a loud bang.
她有公司的40%股份.	tā yǒu gōngsī de gǔfèn	She has a 40% holding (ie share) in the company.
今晚的菜单上有什麽菜?	jīnwǎn de càidān shàng yǒu shí mó cài	What's on the menu tonight?
黄金埋藏於地下深处.	huángjīn máicáng yú dìxià shēnchù	The gold lies deep in the earth.
不时地，时常地；偶尔地	bùshí dì shícháng dì ǒu'ěr dì	From time to time; occasionally.
不法的违反法律的；非法的	bùfǎ de wéifǎn fǎlǜ de fēifǎ de	Against the law; illegal.
美国有多少州?	měi guóyǒu duōshao zhōu	How many States are there in the United States of America?
四个士兵守卫灵柩.	sì gè shìbīng shǒuwèi língjiù	Four soldiers stood guard over the coffin.
她面颊上有一颗小痣。	tā miànjiá shàng yǒu yī kē xiǎo zhì	She has a tiny mole on her cheek.
｀你来吗?＇｀我很乐意!＇	nǐ lái ma wǒ hěn lèyì	`Will you come?' `I'd love to!'
他们依赖公众的赈济。	tāmen yīlài gōngzhòng de zhènjì	They are dependent on public charity.
我怎样能跟你联络上？	wǒ zěnyàng néng gēn nǐ liánluò shàng	How can I get in touch with you?
是否可替我更换座位？	shìfǒu kě tì wǒ gēnghuàn zuòwèi	Could you change my seat, please?
一羊跟一羊（指盲从）。	yī yáng gēn yī yáng zhǐ mángcóng	One sheep follows another.
那泵的机件很陈旧了.	nà bèng de jījiàn hěn chénjiù le	The mechanics of the pump are very old.
愿主赐福于你们大家。	yuàn zhǔ cìfú yú nǐmen dàjiā	The blessing of the Lord be upon you all.
我婆婆有一台缝纫机。	wǒ pópo yǒu yī tái féngrènjī	My mother-in-law has a sewing machine.
温度计显示的读数为32C.	wēndùjì xiǎnshì de dúshù wéi	The thermometer registered 32C.
他许诺的都是空话.	tā xǔnuò de dōu shì kōnghuà	His promises were just so much meaningless talk.
事态事情的状况；情形	shìtài shìqing de zhuàngkuàng qíngxing	A state of affairs; situation.
实际劳动力有20820人。	shíjì láodònglì yǒu rén	The actual labour force numbered20820.
这孩子是否有点反常？	zhè háizi shìfǒu yǒudiǎn fǎncháng	Is the child abnormal in any way?
洗涤清洗的过程；清洗	xǐdí qīngxǐ de guòchéng qīngxǐ	The process of washing; a cleansing.
狭隘的山路崎岖不平。	xiá'ài de shānlù qíqū bùpíng	The mountain path is narrow and rugged.
你乘的班机什麽时候到?	nǐ chéng de bānjī shí mó shíhou dào	What time does your flight get in?
AB线和CD线在P点相交.	xiàn hé xiàn zài diǎn xiāngjiāo	AB and CD intersect at (the point) P.
那村庄位於山脚下.	nà cūnzhuāng wèiyú shānjiǎo xià	The village nestled at the foot of the hill.
向他投掷! 我谅你也不敢!	xiàng tā tóuzhì wǒ liàng nǐ yě bù gǎn	Throw it at him! I dare you!
那艘船触珊瑚礁失事.	nà sōu chuán chù shānhújiāo shīshì	The ship was wrecked on a coral reef.
在来点马铃薯泥好吗？	zài lái diǎn mǎlíngshǔní hǎo ma	Would you like more mashed potato?
失败的队；未中的彩券	shībài de duì wèi zhòngdì cǎi quàn	A losing team; a losing lottery ticket.
有半数卫戍部队在执勤.	yǒu bànshù wèi shù bùduì zài zhíqín	Half the garrison is/are on duty.
激怒挑衅或煽动的行动	jīnù tiǎoxìn huò shāndòng de xíngdòng	The act of provoking or inciting.
琼斯先生是个巧木匠。	Qióngsī xiānsheng shì gè qiǎo mùjiàng	Mr. Jones is a clever carpenter.
你有什麽要申报纳税的吗?	nǐ yǒu shí mó yào shēnbào nàshuì de ma	Have you anything to declare?
今天有多少学生缺席？	jīntiān yǒu duōshao xuésheng quēxí	How many students are absent today?
【谚】美德是无价之宝。	yàn měidé shì wújiàzhībǎo	Virtue is a jewel of great price.
你的脸颊变得多麽丰满！	nǐ de liǎnjiá biànde duō mó fēngmǎn	How your cheeks have plumped up!
当局悬赏缉拿歹徒.	dāngjú xuánshǎng jīná dǎitú	The authorities put a price on the outlaw's head.
安妮·博林於1536年被斩首.	Ānnī bó lín yú nián bèi zhǎnshǒu	Anne Boleyn was beheaded in 1536.
知道“第三次浪潮”吗？	zhīdào dì sāncì làngcháo ma	Know anything about the third wave?
你跟她结算货款了吗?	nǐ gēn tā jiésuàn huòkuǎn le ma	Have you settled (up) with her for the goods?
微风轻拂着她的脸颊。	wēifēng qīng bì zhe tā de liǎnjiá	The light wind gently brushed her cheek.
你的驾驶执照何时到期?	nǐ de jiàshǐzhízhào héshí dàoqī	When does your driving licence expire?
我是不是该把桌子往后挪?	wǒ shìbùshì gāi bǎ zhuōzi wǎnghòu nuó	Should I move the table back?
你猜怎么着?约翰结婚了。	nǐ cāi zěnmezhāo Yuēhàn jiéhūn le	Guess what? John's got married.
我的乔装确实蒙骗了他！	wǒ de qiáozhuāng quèshí mēngpiàn le tā	My disguise really took him in!
【谚】先还债，后慷慨。	yàn xiān huánzhài hòu kāngkǎi	Be just before you are generous.
＂Belong＂习惯上与""to""搭配。	xíguàn shàng yǔ dāpèi	Belong"" collocates with ""to"".
摄影机准备好了吗? 好, 开拍!	shèyǐngjī zhǔnbèihǎole ma hǎo kāipāi	Cameras ready? OK, shoot!
夏季伦敦有很多游客。	xiàjì Lúndūn yǒu hěn duō yóukè	London is full of tourists in the summer.
这种豌豆长着长豆荚。	zhèzhǒng wāndòu cháng zhe cháng dòujiá	This kind of pea has a long pod.
你们选定结婚日期了吗?	nǐmen xuǎndìng jiéhūn rìqī le ma	Have you fixed on a date for the wedding?
他於星期日凌晨逝世.	tā yú Xīngqīrì língchén shìshì	He died in the early hours of Sunday morning.
膀胱炎泌尿膀胱的发炎	pángguāngyán mìniào pángguāng de fāyán	Inflammation of the urinary bladder.
这件连衣裙的料子含80%尼龙.	zhè jiàn liányīqún de liàozi hán nílóng	This dress is 80% nylon.
寿命存在时间长短；年代	shòumìng cúnzài shíjiān chángduǎn niándài	Length of existence; age.
女王加冕礼仪很隆重.	nǚwáng jiāmiǎn lǐyí hěn lóngzhòng	The Queen was crowned with much ceremony.
【谚】凡事不可半途而废。	yàn fánshì bùkě bàntú'érfèi	Never do things by halves.
小心别在地席上绊倒了.	xiǎoxīn bié zàidì xí shàng bàndǎo le	Be careful you don't trip (up) on the mat.
什麽也不能引诱我参军.	shí mó yě bùnéng yǐnyòu wǒ cānjūn	Nothing would tempt me to join the army.
女王授予他爵士身份。	nǚwáng shòuyǔ tā juéshì shēnfèn	The queen conferred a knighthood on him.
寒风摧残了初绽的花朵.	hán fēng cuīcán le chū zhàn de huāduǒ	The icy breeze nipped the young blooms.
（城市）上空烟雾弥漫.	chéngshì shàngkōng yānwù mímàn	Smog hung in the sky (over the city).
他草率地回答了一声｀不!＇	tā cǎoshuài dì huídá le yīshēng bù	`No!' was his curt rejoinder.
他讲起话来辞藻过于华丽。	tā jiǎng qǐ huà lái cízǎo guòyú huálì	His speeches are too flowery.
英国国民18岁始有选举权.	Yīngguó guómín suì shǐ yǒuxuǎnjǔquán	UK nationals get the vote at 18.
我怎麽也看不明白你的笔迹.	wǒ zěnme yě kàn bù míngbai nǐ de bǐjì	I can never read your writing.
航运业何去何从?	hángyùn yè héqùhécóng	Whither (ie What is the likely future of) the shipping industry?
危险的礁石堵住了航道。	wēixiǎn de jiāoshí dǔzhù le hángdào	Dangerous rocks shut up the passage.
别误解我[我要说的话].	bié wùjiě wǒ wǒ yàoshuō dehuà	Don't misunderstand me/what I'm trying to say.
你那个废物儿子在哪儿呢?	nǐ nàge fèiwù érzi zàinǎr ne	Where's that good-for-nothing son of yours?
她踌躇了一下，然後继续走。	tā chóuchú le yīxià ránhòu jìxù zǒu	She hesitated and walked on.
没必要为这件小事发火!	méi bìyào wéi zhè jiàn xiǎoshì fāhuǒ	There's no need to get in a pet about it!
他相信魔鬼、 巫婆这类事.	tā xiāngxìn móguǐ wūpó zhèlèi shì	He believes in devils and witches.
马上过来, 你这个小捣蛋!	mǎshàng guòlái nǐ zhège xiǎo dǎodàn	Come here at once, you little monkey!
吃熏大马哈鱼－－那可太棒了！	chī xūn dàmǎhǎyú nà kě tài bàng le	Smoked salmon what a treat!
他用虚假的诺言哄骗了她。	tā yòng xū jiǎde nuòyán hǒngpiàn le tā	He deluded her with empty promises.
这个和尚穿着灰色的僧袍。	zhège héshang chuānzhuó huīsè de sēng páo	This monk wears a gray frock.
去地铁站从这儿走，对吗？	qù dìtiězhàn cóng zhèr zǒu duì ma	Be this right for the subway station?
我的天！截止日期快到了。	wǒ de tiān jiézhǐ rìqī kuài dàoliǎo	Holy cow! The deadline is coming up.
这个炸弹有爆炸的危险吗?	zhège zhàdàn yǒu bàozhà de wēixiǎn ma	Is there any risk of the bomb exploding?
直线AB与直线CD相交於E点.	zhíxiàn yǔ zhíxiàn xiāngjiāo yú diǎn	The lines AB and CD intersect at E.
栓皮经常用作绝缘材料.	shuān pí jīngcháng yòngzuò juéyuán cáiliào	Cork is often used for insulation.
我怎麽能报答你的恩惠呢?	wǒ zěnme néng bàodá nǐ de ēnhuì ne	How can I ever repay (you for) your kindness?
乔安娜性格温柔而腼腆。	qiáo Ānnà xìnggé wēnróu ér miǎntiǎn	Joanna had a gentle retiring disposition.
硫酸铜溶液是什么颜色？	liúsuāntóng róngyè shì shénme yánsè	What color is copper sulfate solution?
水流经水闸时十分湍急.	shuǐliú jīng shuǐzhá shí shífēn tuānjí	Water went rushing through the lock gates.
助人仙女挥动她的魔杖.	zhù rén xiānnǚ huīdòng tā de mózhàng	The fairy godmother waved her (magic) wand.
你的汽车上有备用车轮吗?	nǐ de qìchē shàng yǒu bèiyòng chēlún ma	Do you carry a spare wheel in your car?
他们会再做另一次的尝试吗？	tāmen huì zài zuò lìng yīcì de chángshì ma	Will they make any attempt?
这个新款式是多么新颖呀！	zhège xīn kuǎnshì shì duōme xīnyǐng ya	How fashionable this new style is!
血缘鉴定血统的联系；来历	xuèyuán jiàndìng xuètǒng de liánxì láilì	A line of descent; derivation.
油污能腐蚀轮胎橡胶.	yóuwū néng fǔshí lúntāi xiàngjiāo	Oil and grease will rot the rubber of your tyres.
该项法规具有追溯效力。	gāi xiàng fǎguī jùyǒu zhuīsù xiàolì	The legislation was made retrospective.
大多数人痛恨虐待儿童。	dàduōshù rén tònghèn nüèdài értóng	Most people abhor cruelty to children.
请你阐述这一理论，行吗？	qǐng nǐ chǎnshù zhè yī lǐlùn xíng ma	Could you elaborate on this theory?
新工厂将於三月份投产.	qǐng nǐ chǎnshù zhè yī lǐlùn xíng ma	The new plant comes on stream in March.
消息若泄露, 必将有後患.	xiāoxi ruò xièlù bìjiāng yǒu hòu huàn	If the news gets out there'll be trouble.
狐狸倒在血泊中奄奄一息。	húli dǎo zài xuèpō zhōng yǎnyǎnyīxī	The fox lay dying in a pool of gore.
新的安全规则何时生效?	xīn de ānquán guīzé héshí shēngxiào	When do the new safety rules come into force?
约翰拥有一部轿车，我也有。	Yuēhàn yōngyǒu yī bù jiàochē wǒ yě yǒu	John owns a car and so do I.
迪克因野心勃勃而自食其果。	Díkè yīn yěxīn bóbó ér zìshíqíguǒ	Dick fell a prey to his ambition.
